HCPCS_CPT_CODE|MODIFIER|FEE
36581|FB|1221.84
36583|FB|420.59
36810|FB|1217.73
36835|FB|888.44
36836|FB|4800.1
36837|FB|5116.26
36861|FB|1596.96
36903|FB|2774.6
36904|FB|1797.35
36905|FB|3892.91
36906|FB|4524.4
37184|FB|4316.69
37187|FB|2190.9
37188|FB|381.86
37192|FB|1033.67
37211|FB|2104.64
37220|FB|1914.74
37221|FB|3002.49
37224|FB|1636.31
37225|FB|3664.18
37226|FB|2478.75
37227|FB|3541.04
37228|FB|3747.25
37229|FB|4430.66
37230|FB|4971.96
37231|FB|3903.13
37236|FB|3199.53
37238|FB|3098.44
37241|FB|3940.88
37242|FB|4423.31
37243|FB|3842.06
37246|FB|1918.87
37248|FB|2050.7
41512|FB|2257.75
42900|FB|151.16
43210|FB|2593.02
43212|FB|1322.13
43229|FB|953.28
43240|FB|961.19
43257|FB|1447.08
43266|FB|1073.11
43270|FB|601.21
43274|FB|1927.23
43276|FB|1945.74
43284|FB|2733.05
43290|FB|439.44
44370|FB|816.21
44384|FB|632.81
44405|FB|432.34
45327|FB|1032.77
45347|FB|1023.98
45389|FB|1086.46
47383|FB|2554.03
47538|FB|1644.16
47539|FB|1571.01
47540|FB|2000.91
47541|FB|2454.17
47555|FB|1303.59
47556|FB|3322.82
50593|FB|2761.05
51715|FB|1021.32
51992|FB|1831.2
52284|FB|1795.92
52327|FB|1472.65
52345|FB|1269.18
53440|FB|2697.99
53442|FB|1912.44
53444|FB|4017.08
53445|FB|3467.93
53447|FB|3875.29
53451|FB|2378.59
53452|FB|2212.98
53855|FB|430.75
53865|FB|1949.23
54400|FB|2392.41
54401|FB|3588.09
54405|FB|3484.76
54410|FB|3900.52
54416|FB|4113.21
54660|FB|1672.61
55873|FB|2577.53
55874|FB|1031.46
55876|FB|524.84
55882|FB|2631.18
57288|FB|1636.76
58565|FB|1722.39
58580|FB|2415.65
59072|FB|108.58
61885|FB|1625.06
61886|FB|2705.85
61888|FB|2355.92
62350|FB|1909.39
62360|FB|2308.29
62361|FB|1209.67
62362|FB|2546.26
63610|FB|540.29
63650|FB|2185.43
63655|FB|4222.07
63663|FB|2087.66
63664|FB|4332.82
63685|FB|2716.1
63744|FB|1891.03
64416|FB|369.88
64448|FB|366.49
64553|FB|4386.86
64555|FB|1185.8
64561|FB|2011.89
64568|FB|1990.1
64569|FB|1411.01
64575|FB|3304.59
64580|FB|1501.63
64581|FB|1678.69
64582|FB|3300.32
64583|FB|5178.66
64590|FB|2184.32
64595|FB|1487.49
64596|FB|5178.66
64628|FB|3681.99
64766|FB|715.81
64865|FB|2391.07
64886|FB|2391.07
64890|FB|2391.07
64891|FB|2391.07
64892|FB|1516.76
64910|FB|1721.91
64912|FB|1547.95
65770|FB|3124.79
65781|FB|1751.08
65785|FB|1196.34
66175|FB|835.15
66179|FB|2056.78
66180|FB|1913.81
66183|FB|1182.73
66683|FB|2207.87
66989|FB|1473.09
66991|FB|1477.21
67440|FB|1228.22
69705|FB|1556.53
69706|FB|1573.55
69714|FB|2826.4
69716|FB|2842.02
69717|FB|1560.53
69719|FB|2321.98
69729|FB|2728.94
69730|FB|3922.3
69930|FB|4393.36
92920|FB|1651.35
92928|FB|3238.95
